State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
South Dakota;1991;77.1;14.0;1226.0;711971;172.1980249195543;50.0;3.525;0.4165
Tennessee;1991;67.1;15.5;32332.0;4968596;650.7270866860578;60.9;6.667;0.4504
Texas;1991;72.1;17.5;145658.0;17460071;834.2348665134294;80.3;6.983;0.4508
Utah;1991;85.1;12.9;4999.0;1834157;272.55027786607144;87.0;4.758;0.3965
Vermont;1991;80.8;12.6;620.0;575557;107.72173737787917;32.2;6.342;0.4166
Virginia;1991;75.2;9.9;23459.0;6291964;372.8406583381597;69.4;5.817;0.4429
Washington;1991;83.8;9.5;25842.0;5028026;513.9591561380153;76.4;6.142;0.4272
West Virginia;1991;66.0;17.9;3439.0;1841734;186.7262047613825;36.1;10.683;0.4373
Wisconsin;1991;78.6;9.9;13670.0;4979753;274.5116073026112;65.7;5.367;0.4139
Wyoming;1991;83.0;9.9;1427.0;463980;307.5563601879391;65.0;5.058;0.4097
Alabama;1992;66.9;17.3;27996.0;4209409;665.0814876862762;60.4;7.533;0.4523
Alaska;1992;86.6;10.2;3773.0;587000;642.7597955706985;67.5;8.85;0.3972
Arizona;1992;78.7;15.8;25096.0;3847312;652.2995795506057;87.5;7.575;0.4380
Arkansas;1992;66.3;17.5;13797.0;2460041;560.8443111313999;53.5;6.992;0.4455
California;1992;76.2;16.4;345508.0;31102927;1110.853650526203;92.6;9.367;0.4586
Colorado;1992;84.4;10.8;19372.0;3502092;553.1550855888423;82.4;6.125;0.4313
Connecticut;1992;79.2;9.8;16256.0;3360593;483.7241522552716;79.1;7.3;0.4672
Delaware;1992;77.5;7.8;3178.0;707864;448.9562966897596;73.0;5.458;0.4239
District of Columbia;1992;73.1;20.3;16685.0;589000;2832.76740237691;100.0;8.567;0.5031
Florida;1992;74.4;15.6;160985.0;13525227;1190.2572873638276;84.8;8.408;0.4543
Georgia;1992;70.9;17.7;47470.0;6804598;697.6165234154905;63.2;6.633;0.4501
Hawaii;1992;80.1;11.2;2998.0;1213250;247.10488357716875;89.0;4.108;0.4154
Idaho;1992;79.7;15.2;2948.0;1100327;267.9203545855005;57.4;6.558;0.4135
Illinois;1992;76.2;15.6;107163.0;11736479;913.076230102742;84.6;7.892;0.4513
Indiana;1992;75.6;11.8;24179.0;5675479;426.0257151863305;64.9;6.092;0.4230
Iowa;1992;80.1;11.5;5105.0;2824694;180.72754075308688;60.6;4.483;0.4128
Kansas;1992;81.3;11.1;12750.0;2524061;505.13834649796496;69.1;4.558;0.4266
Kentucky;1992;64.6;19.7;20065.0;3773313;531.7608160255987;51.8;6.883;0.4481
Louisiana;1992;68.3;24.5;36533.0;4311357;847.3666179812992;68.1;7.792;0.4648
Maine;1992;78.8;13.5;1579.0;1244734;126.85441226800263;44.6;7.308;0.4241
Maryland;1992;78.4;11.8;49072.0;5044948;972.695853356665;81.3;6.533;0.4258
Massachusetts;1992;80.0;10.3;39748.0;6028332;659.3532008522424;84.3;8.8;0.4563
Michigan;1992;76.8;13.6;71901.0;9669695;743.5705055847159;70.5;9.075;0.4355
Minnesota;1992;82.4;13.0;14964.0;4496409;332.7989068610084;69.9;5.075;0.4225
Mississippi;1992;64.3;24.6;7321.0;2632233;278.1288738496934;47.1;7.975;0.4543
Missouri;1992;73.9;15.7;36918.0;5266786;700.9588010600772;68.7;6.125;0.4359
Montana;1992;81.0;13.8;1179.0;899979;131.00305673799053;52.5;6.725;0.4278
Nebraska;1992;81.8;10.6;4556.0;1700891;267.85961005143776;66.1;2.817;0.4186
Nevada;1992;78.8;14.7;8622.0;1332251;647.1753445859677;88.3;6.783;0.4286
New Hampshire;1992;82.2;8.7;1294.0;1257102;102.93516357463436;51.0;7.292;0.4108
New Jersey;1992;76.7;10.3;48743.0;7823043;623.0695651295794;89.4;8.567;0.4498
New Mexico;1992;75.1;21.6;11033.0;1603208;688.1826936991332;73.0;7.325;0.4491
New York;1992;74.8;15.7;202571.0;19710145;1027.749922692096;84.3;8.717;0.4843
North Carolina;1992;70.0;15.8;45755.0;6867397;666.2640881253843;50.4;6.242;0.4476
North Dakota;1992;76.7;12.1;536.0;647842;82.73622272097208;53.3;4.533;0.4277
Ohio;1992;75.7;12.5;52702.0;11319668;465.57902581595147;74.1;7.392;0.4366
Oklahoma;1992;74.6;18.6;19959.0;3256265;612.9415142809322;67.7;5.867;0.4405
Oregon;1992;81.5;11.4;15077.0;3005047;501.7226020092198;70.5;7.233;0.4317
Pennsylvania;1992;74.7;11.9;48802.0;12407623;393.3227178162973;68.9;7.375;0.4441
Rhode Island;1992;72.0;12.4;3965.0;1010468;392.3924359801597;86.0;9.0;0.4437
South Carolina;1992;68.3;19.0;34628.0;3656971;946.9038720843016;54.6;6.75;0.4438
South Dakota;1992;77.1;15.1;1332.0;720070;184.9820156373686;50.0;3.45;0.4175
Tennessee;1992;67.1;17.0;34096.0;5039817;676.5325010808924;60.9;6.442;0.4515
Texas;1992;72.1;18.3;142311.0;17769008;800.8944562352609;80.3;7.708;0.4519
Utah;1992;85.1;9.4;5206.0;1878704;277.1059198255819;87.0;4.858;0.3976
Vermont;1992;80.8;10.5;503.0;578599;86.9341288180588;32.2;6.008;0.4177
Virginia;1992;75.2;9.5;23935.0;6383048;374.9775969098149;69.4;6.033;0.4439
Washington;1992;83.8;11.2;27267.0;5146257;529.8413973495689;76.4;7.183;0.4283
West Virginia;1992;66.0;22.3;3830.0;1852949;206.69753997546613;36.1;11.208;0.4384
Wisconsin;1992;78.6;10.9;13760.0;5029240;273.5999872744192;65.7;5.1;0.4150
Wyoming;1992;83.0;10.3;1487.0;470028;316.36413149854906;65.0;5.467;0.4108
Alabama;1993;66.9;17.4;31774.0;4260591;745.765082825364;60.4;7.25;0.4534
Alaska;1993;86.6;9.1;4374.0;599000;730.2170283806344;67.5;7.817;0.3983
Arizona;1993;78.7;15.4;27333.0;3951420;691.7260124208512;87.5;6.333;0.4391
Arkansas;1993;66.3;20.0;14299.0;2482991;575.8780438592005;53.5;6.125;0.4466
California;1993;76.2;18.2;336011.0;31453274;1068.286245813393;92.6;9.55;0.4597
Colorado;1993;84.4;9.9;19943.0;3597405;554.3718319177297;82.4;5.383;0.4324
Connecticut;1993;79.2;8.5;14949.0;3355486;445.5092347278457;79.1;6.483;0.4683
Delaware;1993;77.5;10.2;3126.0;719130;434.6919194026115;73.0;4.983;0.4250
District of Columbia;1993;73.1;26.4;16888.0;578000;2921.7993079584776;100.0;8.383;0.5042
Florida;1993;74.4;17.8;161411.0;13718467;1176.5964812249065;84.8;7.408;0.4554
Georgia;1993;70.9;13.5;47555.0;6971848;682.1003556015564;63.2;5.733;0.4512
Hawaii;1993;80.1;8.0;3061.0;1225983;249.6771978078;89.0;4.383;0.4165
Idaho;1993;79.7;13.1;3221.0;1129671;285.127262716313;57.4;6.092;0.4146
Illinois;1993;76.2;13.6;83687.0;11803051;709.0285384685706;84.6;7.475;0.4523
Indiana;1993;75.6;12.2;22789.0;5726735;397.9405367980184;64.9;5.1;0.4241
Iowa;1993;80.1;10.3;6879.0;2826653;243.3620256890393;60.6;4.15;0.4139
Kansas;1993;81.3;13.1;4942.0;2532011;195.18082662358103;69.1;4.958;0.4277
Kentucky;1993;64.6;20.4;17134.0;3796549;451.3045926708703;51.8;6.225;0.4492
Louisiana;1993;68.3;26.4;39706.0;4319452;919.2369772832296;68.1;7.45;0.4659
Maine;1993;78.8;15.4;1576.0;1265033;124.58173027897296;44.6;6.808;0.4252
Maryland;1993;78.4;9.7;49534.0;5096954;971.835335378738;81.3;6.058;0.4269
Massachusetts;1993;80.0;10.7;41036.0;6042905;679.0773642809212;84.3;7.292;0.4573
Michigan;1993;76.8;15.4;66760.0;9711487;687.4333456864022;70.5;7.358;0.4366
Minnesota;1993;82.4;11.6;13958.0;4534740;307.8015498132197;69.9;4.958;0.4236
Mississippi;1993;64.3;24.7;7776.0;2662343;292.0735607695928;47.1;6.742;0.4553
Missouri;1993;73.9;16.1;37191.0;5308467;700.5977431902656;68.7;6.15;0.4369
Montana;1993;81.0;14.9;586.0;913444;64.1528106813335;52.5;6.117;0.4289
Nebraska;1993;81.8;10.3;6074.0;1701298;357.0215212149782;66.1;2.767;0.4197
Nevada;1993;78.8;9.8;10879.0;1394010;780.410470513124;88.3;6.875;0.4297
New Hampshire;1993;82.2;9.9;1311.0;1268772;103.3282575592778;51.0;6.125;0.4119
New Jersey;1993;76.7;10.9;49386.0;7913727;624.0548858963672;89.4;7.775;0.4509
New Mexico;1993;75.1;17.4;10862.0;1639020;662.7130846481434;73.0;7.325;0.4502
New York;1993;74.8;16.4;194667.0;19791368;983.5954745523404;84.3;7.95;0.4854
North Carolina;1993;70.0;14.4;46322.0;6969481;664.6405951892257;50.4;5.117;0.4487
North Dakota;1993;76.7;11.2;508.0;646385;78.59093264849895;53.3;4.25;0.4288
Ohio;1993;75.7;13.0;49317.0;11392583;432.8869054541889;74.1;6.675;0.4377
Oklahoma;1993;74.6;19.9;20498.0;3276795;625.5502709202133;67.7;5.65;0.4416
Oregon;1993;81.5;11.8;15179.0;3061194;495.8522720219627;70.5;6.992;0.4328
Pennsylvania;1993;74.7;13.2;47980.0;12440110;385.6879079043513;68.9;6.85;0.4452
Rhode Island;1993;72.0;11.2;4017.0;1005587;399.4681713267972;86.0;7.65;0.4448
South Carolina;1993;68.3;18.7;37592.0;3700065;1015.9821516649032;54.6;7.3;0.4449
South Dakota;1993;77.1;14.2;1348.0;723969;186.195817776728;50.0;3.458;0.4186
Tennessee;1993;67.1;19.6;35652.0;5114594;697.0641266931451;60.9;5.783;0.4526
Texas;1993;72.1;17.4;137388.0;18146658;757.0980838455213;80.3;7.233;0.4530
Utah;1993;85.1;10.7;5480.0;1927489;284.3077184876282;87.0;4.05;0.3987
Vermont;1993;80.8;10.0;343.0;584646;58.66798028208523;32.2;5.025;0.4188
Virginia;1993;75.2;9.7;24160.0;6498299;371.7896021712759;69.4;5.142;0.4450
Washington;1993;83.8;12.1;26626.0;5265773;505.6427612812022;76.4;7.175;0.4294
West Virginia;1993;66.0;22.2;3788.0;1860580;203.59242816756063;36.1;10.275;0.4395
Wisconsin;1993;78.6;12.6;13294.0;5074837;261.9591525796789;65.7;4.458;0.4161
Wyoming;1993;83.0;13.3;1357.0;474079;286.23921329567435;65.0;5.342;0.4119
Alabama;1994;66.9;16.4;28276.0;4293105;658.6375129422644;60.4;6.167;0.4545
Alaska;1994;86.6;10.2;4459.0;606000;735.8085808580857;67.5;7.55;0.3994
Arizona;1994;78.7;15.9;28011.0;4090962;684.7044778220868;87.5;6.2;0.4402
Arkansas;1994;66.3;15.3;14567.0;2510009;580.3564847775446;53.5;5.458;0.4477
California;1994;76.2;17.9;317517.0;31674969;1002.4224490953724;92.6;8.658;0.4608
Colorado;1994;84.4;9.0;18182.0;3686505;493.204267999094;82.4;4.142;0.4334
Connecticut;1994;79.2;10.8;14917.0;3356789;444.3830100730192;79.1;5.567;0.4694
Delaware;1994;77.5;8.3;2220.0;725292;306.0836187356265;73.0;4.758;0.4260
District of Columbia;1994;73.1;21.2;15177.0;570000;2662.6315789473683;100.0;7.942;0.5053
Florida;1994;74.4;14.9;157483.0;13987109;1125.9152981506045;84.8;6.492;0.4564
Georgia;1994;70.9;14.0;45018.0;7110933;633.0814817127373;63.2;5.05;0.4522
Hawaii;1994;80.1;8.7;3091.0;1233301;250.62819214449675;89.0;5.142;0.4176
Idaho;1994;79.7;12.0;3216.0;1164612;276.1434709585682;57.4;5.5;0.4157
Illinois;1994;76.2;12.4;86251.0;11868943;726.6948708069455;84.6;5.8;0.4534
Indiana;1994;75.6;13.7;24572.0;5765827;426.1660989828519;64.9;4.625;0.4252
Iowa;1994;80.1;10.7;7318.0;2841718;257.520274707061;60.6;3.6;0.4150
Kansas;1994;81.3;14.9;2350.0;2555019;91.97583266504084;69.1;4.775;0.4288
Kentucky;1994;64.6;18.5;22661.0;3835056;590.8909804706893;51.8;5.358;0.4502
Louisiana;1994;68.3;25.7;39972.0;4339929;921.0288924081476;68.1;7.608;0.4670
Maine;1994;78.8;9.4;1598.0;1266050;126.2193436278188;44.6;6.592;0.4263
Maryland;1994;78.4;10.7;47451.0;5140339;923.1103240467216;81.3;5.242;0.4280
Massachusetts;1994;80.0;9.7;38244.0;6072045;629.8372294671728;84.3;6.225;0.4584
Michigan;1994;76.8;14.1;68851.0;9740756;706.8342539326517;70.5;6.092;0.4377
Minnesota;1994;82.4;11.7;16347.0;4610322;354.5739321461712;69.9;4.033;0.4247
Mississippi;1994;64.3;19.9;8993.0;2688533;334.4946853916244;47.1;6.275;0.4564
Missouri;1994;73.9;15.6;37191.0;5358013;694.1192565228938;68.7;5.1;0.4380
Montana;1994;81.0;11.5;677.0;931941;74.42403033627853;52.5;5.492;0.4300
Nebraska;1994;81.8;8.8;6301.0;1716368;367.112414120981;66.1;2.633;0.4208
Nevada;1994;78.8;11.1;14516.0;1462255;992.7133092381288;88.3;6.242;0.4307
New Hampshire;1994;82.2;7.7;1130.0;1282258;88.12579059752406;51.0;4.5;0.4130
New Jersey;1994;76.7;9.2;48542.0;7945294;610.95284831499;89.4;6.858;0.4519
New Mexico;1994;75.1;21.1;11853.0;1676440;707.0339529001933;73.0;6.508;0.4513
New York;1994;74.8;17.0;175300.0;19755887;887.3304448441116;84.3;6.925;0.4864
North Carolina;1994;70.0;14.2;45545.0;7095681;641.8693286803621;50.4;4.408;0.4498
North Dakota;1994;76.7;10.4;519.0;649435;79.91561896109695;53.3;3.708;0.4299
Ohio;1994;75.7;14.1;49107.0;11403775;430.6205620507244;74.1;5.633;0.4388
Oklahoma;1994;74.6;16.7;21196.0;3304148;641.4966884049988;67.7;5.3;0.4427
Oregon;1994;81.5;11.8;15989.0;3118829;512.6603606674172;70.5;5.275;0.4339
Pennsylvania;1994;74.7;12.5;48543.0;12456515;389.6996872720821;68.9;6.308;0.4463
Rhode Island;1994;72.0;10.3;3744.0;1002570;373.4402585355636;86.0;6.675;0.4458
South Carolina;1994;68.3;13.8;38554.0;3724575;1035.124812898116;54.6;6.158;0.4460
South Dakota;1994;77.1;14.5;1368.0;730043;187.3862224553896;50.0;3.25;0.4197
Tennessee;1994;67.1;14.6;34386.0;5190824;662.438179371907;60.9;4.8;0.4537
Texas;1994;72.1;19.1;129816.0;18487463;702.1839610983941;80.3;6.567;0.4541
Utah;1994;85.1;8.0;5711.0;1974311;289.2654703337012;87.0;3.742;0.3998
Vermont;1994;80.8;7.6;524.0;588703;89.00922876221117;32.2;4.4;0.4199
Virginia;1994;75.2;10.7;23304.0;6559364;355.2783471080428;69.4;4.758;0.4461
Washington;1994;83.8;11.7;27203.0;5353950;508.0921562584634;76.4;6.342;0.4304
West Virginia;1994;66.0;18.6;3927.0;1862590;210.8354495621688;36.1;8.8;0.4405
Wisconsin;1994;78.6;9.0;13699.0;5119155;267.6027586584114;65.7;4.267;0.4172
Wyoming;1994;83.0;9.3;1293.0;480120;269.30767308172955;65.0;4.9;0.4130
Alabama;1995;66.9;20.1;26428.0;4319212;611.8708690381486;60.4;5.85;0.4556
Alaska;1995;86.6;7.1;4384.0;604000;725.8278145695365;67.5;7.317;0.4005
Arizona;1995;78.7;16.1;29153.0;4236915;688.0713915667413;87.5;5.342;0.4413
Arkansas;1995;66.3;14.9;13713.0;2540304;539.8172817111653;53.5;4.867;0.4488
California;1995;76.2;16.7;296590.0;31854695;931.071542201236;92.6;7.9;0.4619
Colorado;1995;84.4;8.8;15908.0;3778017;421.0674541697403;82.4;4.008;0.4345
Connecticut;1995;79.2;9.7;13227.0;3356858;394.0291784758247;79.1;5.3;0.4705
Delaware;1995;77.5;10.3;1846.0;736565;250.6228235118421;73.0;4.392;0.4271
District of Columbia;1995;73.1;22.2;14745.0;554000;2661.552346570397;100.0;8.567;0.5064
Florida;1995;74.4;16.2;149813.0;14214968;1053.9102163297168;84.8;5.6;0.4575
Georgia;1995;70.9;12.1;45624.0;7259408;628.4810001035897;63.2;4.75;0.4533
Hawaii;1995;80.1;10.3;3509.0;1241665;282.604406180411;89.0;5.5;0.4187
Idaho;1995;79.7;14.5;3716.0;1196047;310.69013174231446;57.4;5.475;0.4168
Illinois;1995;76.2;12.4;74354.0;11949487;622.235916905889;84.6;5.2;0.4545
Indiana;1995;75.6;9.6;24672.0;5817404;424.1066977641573;64.9;4.4;0.4263
Iowa;1995;80.1;12.2;8059.0;2855316;282.2454677520807;60.6;3.508;0.4160
Kansas;1995;81.3;10.8;3692.0;2566030;143.87984552012253;69.1;4.333;0.4299
Kentucky;1995;64.6;14.7;12883.0;3870874;332.81889309752785;51.8;5.392;0.4513
Louisiana;1995;68.3;19.7;42123.0;4360669;965.97563355531;68.1;6.85;0.4681
Maine;1995;78.8;11.2;1638.0;1267067;129.27493179129436;44.6;5.867;0.4274
Maryland;1995;78.4;10.1;49752.0;5182371;960.023896398;81.3;4.975;0.4291
Massachusetts;1995;80.0;11.0;38351.0;6100843;628.6180450799995;84.3;5.458;0.4595
Michigan;1995;76.8;12.2;62455.0;9793770;637.7013142028045;70.5;5.325;0.4387
Minnesota;1995;82.4;9.2;16328.0;4654947;350.76661452858644;69.9;3.658;0.4258
Mississippi;1995;64.3;23.5;8383.0;2697105;310.8147439569465;47.1;6.183;0.4575
Missouri;1995;73.9;9.4;33519.0;5405387;620.1036114527969;68.7;4.825;0.4391
Montana;1995;81.0;15.3;266.0;946073;28.116223589511588;52.5;5.708;0.4310
Nebraska;1995;81.8;9.6;6195.0;1730155;358.06040499261627;66.1;2.633;0.4218
Nevada;1995;78.8;11.1;14290.0;1534897;931.0070968931468;88.3;5.567;0.4318
New Hampshire;1995;82.2;5.3;982.0;1294619;75.8524322599931;51.0;3.817;0.4141
New Jersey;1995;76.7;7.8;47652.0;7989740;596.4149021119587;89.4;6.408;0.4530
New Mexico;1995;75.1;25.3;10254.0;1709085;599.970159471296;73.0;6.633;0.4524
New York;1995;74.8;16.5;150717.0;19720019;764.2842534786604;84.3;6.325;0.4875
North Carolina;1995;70.0;12.6;45984.0;7218489;637.0308245950088;50.4;4.367;0.4509
North Dakota;1995;76.7;12.0;537.0;652493;82.29973348373086;53.3;3.325;0.4309
Ohio;1995;75.7;11.5;46679.0;11452778;407.5779692926904;74.1;4.858;0.4398
Oklahoma;1995;74.6;17.1;21747.0;3329864;653.0897357970175;67.7;4.475;0.4438
Oregon;1995;81.5;11.2;16065.0;3174677;506.0357321390491;70.5;4.767;0.4350
Pennsylvania;1995;74.7;12.2;47195.0;12478797;378.20152054721297;68.9;5.917;0.4474
Rhode Island;1995;72.0;10.6;3643.0;995440;365.96881780921;86.0;6.3;0.4469
South Carolina;1995;68.3;19.9;36972.0;3730957;990.9521873342416;54.6;5.108;0.4471
South Dakota;1995;77.1;14.5;1351.0;740602;182.4191671099997;50.0;3.175;0.4208
Tennessee;1995;67.1;15.5;35970.0;5271622;682.3326862206736;60.9;5.125;0.4547
Texas;1995;72.1;17.4;124208.0;18817790;660.0562552775857;80.3;6.117;0.4552
Utah;1995;85.1;8.4;6153.0;2022592;304.21360313894246;87.0;3.442;0.4009
Vermont;1995;80.8;10.3;627.0;593734;105.6028457187899;32.2;4.175;0.4210
Virginia;1995;75.2;10.2;23910.0;6625915;360.8558214223998;69.4;4.417;0.4472
Washington;1995;83.8;12.5;25381.0;5441876;466.4016600157739;76.4;6.208;0.4315
West Virginia;1995;66.0;16.7;3838.0;1868043;205.45565599935333;36.1;7.975;0.4416
Wisconsin;1995;78.6;8.5;14361.0;5189655;276.7235972333421;65.7;3.725;0.4183
Wyoming;1995;83.0;12.2;1213.0;484452;250.38600315407928;65.0;4.767;0.4141
Alabama;1996;66.9;14.0;23733.0;4341388;546.6684848255903;60.4;5.192;0.4567
Alaska;1996;86.6;8.2;3908.0;607000;643.8220757825371;67.5;7.458;0.4016
Arizona;1996;78.7;20.5;27019.0;4447854;607.4614859210757;87.5;5.483;0.4424
Arkansas;1996;66.3;17.2;13115.0;2569763;510.3583482212173;53.5;5.167;0.4499
California;1996;76.2;16.9;274686.0;32131922;854.8694970689895;92.6;7.342;0.4630
Colorado;1996;84.4;10.6;14936.0;3859457;386.997445495571;82.4;4.167;0.4356
Connecticut;1996;79.2;11.7;13480.0;3355827;401.6893600295844;79.1;5.225;0.4715
Delaware;1996;77.5;8.6;4022.0;744781;540.0245172742054;73.0;5.217;0.4282
District of Columbia;1996;73.1;24.1;13411.0;543000;2469.7974217311234;100.0;8.458;0.5075
Florida;1996;74.4;14.2;83783.0;14746642;568.1496845180076;84.8;5.292;0.4586
Georgia;1996;70.9;14.8;44869.0;7457929;601.6281463661024;63.2;4.625;0.4544
Hawaii;1996;80.1;12.1;3322.0;1238524;268.22249710138846;89.0;5.892;0.4197
Idaho;1996;79.7;11.9;3166.0;1223729;258.7174121067655;57.4;5.4;0.4179
Illinois;1996;76.2;12.1;70954.0;11966611;592.933120329557;84.6;5.292;0.4556
Indiana;1996;75.6;7.5;25561.0;5855497;436.5299819981122;64.9;3.942;0.4273
Iowa;1996;80.1;9.6;6589.0;2865360;229.95365329312887;60.6;3.583;0.4171
Kansas;1996;81.3;11.2;3874.0;2573031;150.56173050382992;69.1;4.25;0.4310
Kentucky;1996;64.6;17.0;9635.0;3894939;247.37229517586795;51.8;5.383;0.4524
Louisiana;1996;68.3;20.5;37757.0;4369704;864.0631035877946;68.1;6.425;0.4691
Maine;1996;78.8;11.2;1545.0;1269105;121.73933598874798;44.6;5.317;0.4285
Maryland;1996;78.4;10.3;47196.0;5213193;905.3184871536504;81.3;4.942;0.4301
Massachusetts;1996;80.0;10.1;38503.0;6119184;629.2178826457907;84.3;4.617;0.4606
Michigan;1996;76.8;11.2;57594.0;9839317;585.3455072135597;70.5;4.908;0.4398
Minnesota;1996;82.4;9.8;15766.0;4703408;335.20375013181933;69.9;3.85;0.4269
Mississippi;1996;64.3;20.6;8056.0;2716105;296.6011991436266;47.1;5.992;0.4586
Missouri;1996;73.9;9.5;29665.0;5440912;545.2210952869666;68.7;4.733;0.4402
Montana;1996;81.0;17.0;619.0;952476;65.87338915430036;52.5;5.533;0.4321
Nebraska;1996;81.8;10.2;7132.0;1744920;408.72934002704994;66.1;2.7;0.4229
Nevada;1996;78.8;8.1;12929.0;1609339;803.3733104088076;88.3;5.083;0.4329
New Hampshire;1996;82.2;6.4;1147.0;1310361;87.53313018320905;51.0;3.742;0.4152
New Jersey;1996;76.7;9.2;42512.0;8037072;528.9488510243532;89.4;6.108;0.4541
New Mexico;1996;75.1;25.5;11515.0;1737481;662.7410601900107;73.0;7.525;0.4535
New York;1996;74.8;16.7;131860.0;19786862;666.4017770983595;84.3;6.242;0.4886
North Carolina;1996;70.0;12.2;42547.0;7347575;579.06179930113;50.4;4.342;0.4519
North Dakota;1996;76.7;11.0;492.0;655543;75.05228489969384;53.3;3.142;0.4320
Ohio;1996;75.7;12.7;41709.0;11497672;362.76039184280086;74.1;5.0;0.4409
Oklahoma;1996;74.6;16.6;19710.0;3349145;588.5084103554788;67.7;4.008;0.4448
Oregon;1996;81.5;11.8;14525.0;3236571;448.7774252441859;70.5;5.558;0.4361
Pennsylvania;1996;74.7;11.6;46119.0;12454953;370.28642340119626;68.9;5.5;0.4485
Rhode Island;1996;72.0;11.0;3439.0;995440;345.4753676766053;86.0;5.183;0.4480
South Carolina;1996;68.3;13.0;37187.0;3755337;990.2440180468492;54.6;5.683;0.4482
South Dakota;1996;77.1;11.8;1149.0;743647;154.5087924781516;50.0;3.267;0.4219
Tennessee;1996;67.1;15.9;35889.0;5336770;672.4854172092857;60.9;5.2;0.4558
Texas;1996;72.1;16.6;123161.0;19220640;640.7747088546479;80.3;5.75;0.4562
Utah;1996;85.1;7.7;6256.0;2073379;301.72968859046034;87.0;3.375;0.4020
Vermont;1996;80.8;12.6;547.0;597791;91.50355224484812;32.2;4.2;0.4221
Virginia;1996;75.2;12.3;22738.0;6686395;340.06366659462986;69.4;4.225;0.4483
Washington;1996;83.8;11.9;23064.0;5543217;416.07608000913547;76.4;5.892;0.4326
West Virginia;1996;66.0;18.5;3836.0;1865962;205.57760554609368;36.1;7.65;0.4427
Wisconsin;1996;78.6;8.8;13034.0;5232527;249.09570461843768;65.7;3.608;0.4193
Wyoming;1996;83.0;11.9;1212.0;485459;249.66063045488912;65.0;4.992;0.4152
Alabama;1997;66.9;15.7;23660.0;4388086;539.1872447349482;60.4;4.95;0.4577
Alaska;1997;86.6;8.8;3527.0;609000;579.1461412151067;67.5;6.983;0.4027
Arizona;1997;78.7;17.2;27238.0;4575422;595.3112084524662;87.5;4.617;0.4434
Arkansas;1997;66.3;19.7;13066.0;2584697;505.5137991029509;53.5;5.108;0.4510
California;1997;76.2;16.6;256295.0;32362913;791.9404535679467;92.6;6.4;0.4640
Colorado;1997;84.4;8.2;14396.0;3930817;366.2342968395629;82.4;3.358;0.4367
Connecticut;1997;79.2;8.6;12781.0;3343253;382.2923362365936;79.1;4.683;0.4726
Delaware;1997;77.5;9.6;4975.0;751970;661.5955423753608;73.0;4.058;0.4293
District of Columbia;1997;73.1;21.8;10708.0;529000;2024.1965973534973;100.0;8.158;0.5086
Florida;1997;74.4;14.3;148850.0;15007458;991.8401903906712;84.8;4.942;0.4597
Georgia;1997;70.9;14.5;42994.0;7592819;566.2455538581916;63.2;4.467;0.4555
Hawaii;1997;80.1;13.9;3299.0;1241657;265.6933436528768;89.0;5.942;0.4208
Idaho;1997;79.7;14.7;3107.0;1245332;249.491701811244;57.4;5.25;0.4189
Illinois;1997;76.2;11.2;67478.0;12016058;561.5651988364237;84.6;4.783;0.4567
Indiana;1997;75.6;8.8;22464.0;5878552;382.1349203001012;64.9;3.375;0.4284
Iowa;1997;80.1;9.6;7005.0;2865360;244.4718988189965;60.6;3.142;0.4182
Kansas;1997;81.3;9.7;4207.0;2596039;162.05457622169774;69.1;3.792;0.4321
Kentucky;1997;64.6;15.9;9089.0;3919004;231.9211718079389;51.8;5.217;0.4535
Louisiana;1997;68.3;16.3;34298.0;4370705;784.7246611244639;68.1;5.85;0.4702
Maine;1997;78.8;10.1;1493.0;1268079;117.73714413691891;44.6;5.175;0.4296
Maryland;1997;78.4;8.4;43128.0;5240988;822.8982779582781;81.3;4.85;0.4312
Massachusetts;1997;80.0;12.2;38749.0;6145292;630.5477428900042;84.3;4.067;0.4617
Michigan;1997;76.8;10.3;55245.0;10023864;551.1347719801465;70.5;4.3;0.4409
Minnesota;1997;82.4;9.6;15816.0;4731674;334.2580236930947;69.9;3.225;0.4279
Mississippi;1997;64.3;16.7;7964.0;2731105;291.60358170044725;47.1;5.717;0.4597
Missouri;1997;73.9;11.8;28976.0;5491224;527.6783463941737;68.7;4.375;0.4413
Montana;1997;81.0;15.6;1038.0;952476;108.97912388343644;52.5;5.475;0.4332
Nebraska;1997;81.8;9.8;7198.0;1750170;411.2743333504745;66.1;2.408;0.4240
Nevada;1997;78.8;11.0;11894.0;1683630;706.4497543997196;88.3;4.433;0.4340
New Hampshire;1997;82.2;9.1;247.0;1322722;18.673613956674192;51.0;3.358;0.4162
New Jersey;1997;76.7;9.3;39677.0;8102463;489.6906039558589;89.4;5.325;0.4552
New Mexico;1997;75.1;21.2;11884.0;1744476;681.2360846466216;73.0;6.425;0.4546
New York;1997;74.8;16.5;122779.0;19730592;622.2773244715618;84.3;6.417;0.4897
North Carolina;1997;70.0;11.4;44594.0;7449904;598.5848945167616;50.4;3.825;0.4530
North Dakota;1997;76.7;13.6;498.0;652483;76.32382759397562;53.3;2.942;0.4331
Ohio;1997;75.7;11.0;34571.0;11511017;300.32967547524254;74.1;4.617;0.4420
Oklahoma;1997;74.6;13.7;18552.0;3365347;551.2655901456819;67.7;3.958;0.4459
