State;Year;valore_educazione;valore_poverta;violent_crime;population;violent_crime_rate;valore_urb;valore_disoc;valore_gini
North Carolina;2003;78.14;15.7;36471.0;8433301;432.4641086568593;60.2;6.258;0.4595
North Dakota;2003;83.86;9.7;469.0;650626;72.08442330924372;55.9;3.45;0.4396
Ohio;2003;82.97;10.9;34714.0;11693154;296.87456438185967;77.4;6.25;0.4485
Oklahoma;2003;80.61;12.8;17758.0;3566501;497.9109777341994;65.3;5.383;0.4524
Oregon;2003;85.13;12.5;10362.0;3604250;287.493930776167;78.7;8.017;0.4436
Pennsylvania;2003;81.9;10.5;45814.0;12888020;355.4774123565916;77.1;5.7;0.4561
Rhode Island;2003;77.96;11.5;3074.0;1082476;283.97858243508404;90.9;5.525;0.4556
South Carolina;2003;76.34;12.7;33429.0;4167510;802.1336481496146;60.5;6.75;0.4557
South Dakota;2003;84.57;12.7;1258.0;774952;162.3326347954454;51.9;3.475;0.4295
Tennessee;2003;75.92;14.0;40372.0;5856475;689.3566522524214;63.6;5.533;0.4634
Texas;2003;75.65;17.0;122130.0;22191199;550.3533179978243;82.5;6.758;0.4638
Utah;2003;87.73;9.1;5654.0;2457770;230.04593595006853;88.2;5.575;0.4096
Vermont;2003;86.42;8.5;695.0;629073;110.48002378102385;38.2;4.342;0.4296
Virginia;2003;81.47;10.0;20039.0;7393288;271.0431407514492;73.0;4.108;0.4559
Washington;2003;87.08;12.6;21120.0;6155586;343.1029962053978;82.0;7.267;0.4402
West Virginia;2003;75.21;17.4;4056.0;1822836;222.51041783243247;46.1;6.125;0.4503
Wisconsin;2003;85.09;9.8;11949.0;5556161;215.0585629178132;68.3;5.608;0.4269
Wyoming;2003;87.86;9.8;1282.0;506879;252.92032220707503;65.1;4.358;0.4228
Alabama;2004;75.27;16.9;18641.0;4550680;409.631088101119;55.4;5.575;0.4653
Alaska;2004;88.33;9.1;4082.0;655932;622.3206064043225;65.6;7.417;0.4102
Arizona;2004;80.97;14.4;28562.0;5765872;495.36306043561154;88.2;4.958;0.4510
Arkansas;2004;75.31;15.1;12766.0;2781633;458.9390476745135;52.5;5.567;0.4586
California;2004;76.79;13.2;197423.0;36003471;548.3443526875506;94.4;6.225;0.4716
Colorado;2004;86.93;10.0;16582.0;4638693;357.47138256401104;84.5;5.567;0.4443
Connecticut;2004;83.98;10.1;9169.0;3586296;255.66768610287608;87.7;5.05;0.4802
Delaware;2004;82.6;9.0;5105.0;854779;597.2303952249646;80.1;4.008;0.4369
District of Columbia;2004;77.83;17.0;7593.0;553523;1371.7587164399672;100.0;7.5;0.5162
Florida;2004;79.86;11.6;123695.0;17489500;707.2529231824809;89.3;4.608;0.4673
Georgia;2004;78.57;13.0;36900.0;8865341;416.2276442609484;71.6;4.767;0.4631
Hawaii;2004;84.57;8.6;3274.0;1370337;238.91933152210004;91.5;3.308;0.4284
Idaho;2004;84.72;9.9;3448.0;1437770;239.8158258970489;66.4;4.9;0.4265
Illinois;2004;81.43;12.3;40113.0;12779604;313.8829653876599;87.8;6.192;0.4643
Indiana;2004;82.13;11.6;18783.0;6256746;300.2039718409537;70.8;5.417;0.4360
Iowa;2004;86.1;10.9;8272.0;2981527;277.4417270076709;61.1;4.508;0.4258
Kansas;2004;86.02;11.4;9911.0;2808073;352.94666484810045;71.4;5.492;0.4397
Kentucky;2004;74.12;17.8;9310.0;4174200;223.03674955680128;55.8;5.517;0.4611
Louisiana;2004;74.81;16.8;27465.0;4561336;602.1262191603513;72.6;5.683;0.4778
Maine;2004;85.37;11.6;1363.0;1359674;100.24461745977344;40.2;4.667;0.4371
Maryland;2004;83.83;9.9;38937.0;5726100;679.9916173311678;86.1;4.308;0.4388
Massachusetts;2004;84.76;9.3;30181.0;6430871;469.3143432670318;91.4;5.133;0.4693
Michigan;2004;83.41;13.3;49272.0;10462367;470.94505478540367;74.7;6.942;0.4485
Minnesota;2004;87.95;7.0;13671.0;5217233;262.03545059229674;70.9;4.625;0.4355
Mississippi;2004;72.86;18.7;6579.0;2904176;226.53585733096068;48.8;6.167;0.4673
Missouri;2004;81.32;12.2;28072.0;5784134;485.3276220779117;69.4;5.842;0.4489
Montana;2004;87.15;14.2;2091.0;996511;209.83210421159424;54.1;4.542;0.4408
Nebraska;2004;86.58;9.5;5292.0;1809146;292.5137053615352;69.8;3.85;0.4316
Nevada;2004;80.66;10.9;14379.0;2341129;614.1908455279482;91.5;4.45;0.4416
New Hampshire;2004;87.41;5.5;1552.0;1357671;114.31340877134448;59.3;3.825;0.4238
New Jersey;2004;82.07;8.0;30914.0;8750387;353.2872317532928;94.4;4.917;0.4628
New Mexico;2004;78.85;16.5;11917.0;1922397;619.9031729658338;75.0;5.583;0.4621
New York;2004;79.06;15.0;84274.0;21053780;400.2796647442882;87.5;5.808;0.4973
North Carolina;2004;78.14;14.6;36579.0;8568209;426.91535652316605;60.2;5.467;0.4606
North Dakota;2004;83.86;9.7;525.0;652988;80.39963980961366;55.9;3.358;0.4407
Ohio;2004;82.97;11.6;36286.0;11714712;309.74726480685143;77.4;6.225;0.4496
Oklahoma;2004;80.61;10.8;17632.0;3579422;492.5934969388913;65.3;4.708;0.4535
Oregon;2004;85.13;11.8;10601.0;3639657;291.2637097396816;78.7;7.317;0.4447
Pennsylvania;2004;81.9;11.4;48271.0;12949082;372.7754600673623;77.1;5.342;0.4572
Rhode Island;2004;77.96;11.5;2673.0;1086969;245.913176916729;90.9;5.283;0.4567
South Carolina;2004;76.34;14.9;33112.0;4218132;784.9920296472466;60.5;6.925;0.4568
South Dakota;2004;84.57;13.5;1222.0;781164;156.4332201688762;51.9;3.567;0.4305
Tennessee;2004;75.92;15.9;41084.0;5913360;694.7657507745173;63.6;5.35;0.4645
Texas;2004;75.65;16.5;121148.0;22560566;536.9900737419442;82.5;6.025;0.4649
Utah;2004;87.73;10.1;5583.0;2494676;223.7965972334684;88.2;5.0;0.4106
Vermont;2004;86.42;7.8;687.0;632382;108.63686822205568;38.2;3.642;0.4307
Virginia;2004;81.47;9.4;20287.0;7466783;271.6966597261498;73.0;3.717;0.4570
Washington;2004;87.08;11.4;21190.0;6235902;339.80649471399647;82.0;6.25;0.4413
West Virginia;2004;75.21;14.2;4716.0;1828129;257.96866632496943;46.1;5.375;0.4514
Wisconsin;2004;85.09;12.4;11460.0;5593370;204.88542685357845;68.3;4.967;0.4280
Wyoming;2004;87.86;10.0;1137.0;512254;221.9601994323129;65.1;3.833;0.4238
Alabama;2005;75.27;16.7;16245.0;4575157;355.0697823047384;55.4;4.458;0.4664
Alaska;2005;88.33;10.0;4127.0;664150;621.395769028081;65.6;6.925;0.4113
Arizona;2005;80.97;15.2;29360.0;5961525;492.4914346580783;88.2;4.642;0.4521
Arkansas;2005;75.31;13.8;14145.0;2808844;503.5879529087411;52.5;5.267;0.4596
California;2005;76.79;13.2;189345.0;36243236;522.4285160408966;94.4;5.392;0.4727
Colorado;2005;86.93;11.4;18006.0;4702789;382.87918084353777;84.5;5.083;0.4454
Connecticut;2005;83.98;9.3;8398.0;3593240;233.71664570137256;87.7;4.858;0.4813
Delaware;2005;82.6;9.2;5513.0;870075;633.6235382007299;80.1;4.125;0.4380
District of Columbia;2005;77.83;21.3;8032.0;550521;1458.9815829005615;100.0;6.467;0.5172
Florida;2005;79.86;11.1;125677.0;17883830;702.7409676786236;89.3;3.742;0.4684
Georgia;2005;78.57;14.4;37841.0;9111910;415.2916347944613;71.6;5.283;0.4642
Hawaii;2005;84.57;8.6;3432.0;1383742;248.02311413543856;91.5;2.842;0.4295
Idaho;2005;84.72;9.9;3665.0;1474282;248.5955875470229;66.4;4.025;0.4276
Illinois;2005;81.43;11.5;39374.0;12826171;306.981717302849;87.8;5.733;0.4654
Indiana;2005;82.13;12.6;18763.0;6284182;298.57505718325785;70.8;5.4;0.4371
Iowa;2005;86.1;11.3;8582.0;2993509;286.68696168944206;61.1;4.283;0.4269
Kansas;2005;86.02;12.5;10233.0;2819342;362.9570303992917;71.4;5.083;0.4407
Kentucky;2005;74.12;14.8;10240.0;4198940;243.8710722229896;55.8;5.842;0.4622
Louisiana;2005;74.81;18.3;23689.0;4613033;513.5233153545618;72.6;7.05;0.4789
Maine;2005;85.37;12.6;1473.0;1365098;107.90434093376446;40.2;4.883;0.4382
Maryland;2005;83.83;9.7;39369.0;5769032;682.4195116269073;86.1;4.167;0.4399
Massachusetts;2005;84.76;10.1;31763.0;6413161;495.278381440915;91.4;4.792;0.4704
Michigan;2005;83.41;12.0;55616.0;10503531;529.4981278200636;74.7;6.758;0.4496
Minnesota;2005;87.95;8.1;15101.0;5251641;287.548215881474;70.9;4.108;0.4366
Mississippi;2005;72.86;20.1;6502.0;2922286;222.4970451215247;48.8;7.65;0.4684
Missouri;2005;81.32;11.6;30338.0;5833568;520.0590787662028;69.4;5.417;0.4500
Montana;2005;87.15;13.8;2361.0;1005339;234.8461563711345;54.1;4.083;0.4419
Nebraska;2005;86.58;9.5;4933.0;1823210;270.56674765934804;69.8;3.775;0.4327
Nevada;2005;80.66;10.6;14655.0;2421139;605.2936241991889;91.5;4.208;0.4427
New Hampshire;2005;87.41;5.6;1568.0;1367915;114.6270053329337;59.3;3.633;0.4249
New Jersey;2005;82.07;6.8;30911.0;8770503;352.4427276291907;94.4;4.442;0.4639
New Mexico;2005;78.85;17.9;11739.0;1947879;602.6555037556235;75.0;5.225;0.4632
New York;2005;79.06;14.5;85551.0;21085280;405.7380314608105;87.5;4.95;0.4984
North Carolina;2005;78.14;13.1;39606.0;8710624;454.6861395922956;60.2;5.217;0.4617
North Dakota;2005;83.86;11.2;668.0;657313;101.62586165190709;55.9;3.325;0.4418
Ohio;2005;82.97;12.3;36918.0;11703070;315.45568812286007;77.4;5.9;0.4507
Oklahoma;2005;80.61;15.6;18021.0;3607913;499.4854365945077;65.3;4.325;0.4546
Oregon;2005;85.13;12.0;10403.0;3689202;281.9851013850692;78.7;6.167;0.4458
Pennsylvania;2005;81.9;11.2;50423.0;12970259;388.7586207800477;77.1;4.992;0.4582
Rhode Island;2005;77.96;12.1;2699.0;1082452;249.3413102844284;90.9;5.142;0.4578
South Carolina;2005;76.34;15.0;32572.0;4274954;761.9263271604793;60.5;6.783;0.4579
South Dakota;2005;84.57;11.8;1204.0;793779;151.67949769394252;51.9;3.517;0.4316
Tennessee;2005;75.92;14.9;45019.0;5974002;753.5819372005567;63.6;5.5;0.4656
Texas;2005;75.65;16.2;121041.0;22931222;527.8436535131011;82.5;5.475;0.4660
Utah;2005;87.73;9.2;5637.0;2579994;218.48888020669816;88.2;4.042;0.4117
Vermont;2005;86.42;7.6;749.0;632830;118.357220738587;38.2;3.475;0.4318
Virginia;2005;81.47;9.2;21225.0;7572336;280.29659539671775;73.0;3.492;0.4580
Washington;2005;87.08;10.2;21632.0;6317852;342.39485192119093;82.0;5.575;0.4424
West Virginia;2005;75.21;15.4;4621.0;1829736;252.5500946584644;46.1;5.042;0.4525
Wisconsin;2005;85.09;10.2;13260.0;5621216;235.8920205165573;68.3;4.708;0.4291
Wyoming;2005;87.86;10.6;1143.0;515094;221.9012452096122;65.1;3.567;0.4249
Alabama;2006;75.27;14.3;15362.0;4616525;332.7611136081793;55.4;4.008;0.4700
Alaska;2006;88.33;8.9;4539.0;670527;676.9302354715022;65.6;6.617;0.4200
Arizona;2006;80.97;14.4;33411.0;6179065;540.7128748443332;88.2;4.267;0.4500
Arkansas;2006;75.31;17.7;15209.0;2850710;533.5162117507568;52.5;5.233;0.4600
California;2006;76.79;12.2;194132.0;36572532;530.8136718562445;94.4;4.892;0.4700
Colorado;2006;86.93;9.7;18696.0;4790446;390.2768134741525;84.5;4.25;0.4500
Connecticut;2006;83.98;8.0;10466.0;3587033;291.7731729816815;87.7;4.425;0.4800
Delaware;2006;82.6;9.3;5983.0;881748;678.5385393559158;80.1;3.583;0.4300
District of Columbia;2006;77.83;18.3;8772.0;581530;1508.4346465358624;100.0;5.833;0.5400
Florida;2006;79.86;11.5;129437.0;18186529;711.7190971405263;89.3;3.283;0.4700
Georgia;2006;78.57;12.6;41125.0;9414191;436.8405102467116;71.6;4.658;0.4600
Hawaii;2006;84.57;9.2;3470.0;1394924;248.7590721788428;91.5;2.567;0.4400
Idaho;2006;84.72;9.5;3602.0;1514779;237.79046316327333;66.4;3.392;0.4200
Illinois;2006;81.43;10.6;49885.0;12903652;386.5959807347563;87.8;4.625;0.4600
Indiana;2006;82.13;10.6;18923.0;6325730;299.1433399781527;70.8;5.017;0.4300
Iowa;2006;86.1;10.3;8362.0;3009709;277.8341693499272;61.1;3.692;0.4200
Kansas;2006;86.02;12.8;11712.0;2842603;412.016732551116;71.4;4.417;0.4400
Kentucky;2006;74.12;16.8;10369.0;4232421;244.9898060708044;55.8;5.733;0.4600
Louisiana;2006;74.81;17.0;28587.0;4364276;655.0227345841555;72.6;4.142;0.4800
Maine;2006;85.37;10.2;1532.0;1361204;112.54742125353732;40.2;4.708;0.4300
Maryland;2006;83.83;8.4;38110.0;5782952;659.0059886369453;86.1;3.85;0.4300
Massachusetts;2006;84.76;12.0;31813.0;6449866;493.2350532553699;91.4;4.692;0.4600
Michigan;2006;83.41;13.3;56678.0;10472927;541.1858595023149;74.7;6.867;0.4400
Minnesota;2006;87.95;8.2;14868.0;5294340;280.82820521538093;70.9;4.058;0.4300
Mississippi;2006;72.86;20.6;7044.0;2911756;241.91587481918123;48.8;6.383;0.4700
Missouri;2006;81.32;11.4;31877.0;5878107;542.3004378790655;69.4;4.892;0.4500
Montana;2006;87.15;13.5;3393.0;1007609;336.7377623661559;54.1;3.367;0.4300
Nebraska;2006;86.58;10.2;5032.0;1830752;274.85972977224657;69.8;3.042;0.4300
Nevada;2006;80.66;9.5;18670.0;2502102;746.1726180627328;91.5;4.167;0.4300
New Hampshire;2006;87.41;5.4;1664.0;1372416;121.24603618727848;59.3;3.517;0.4200
New Jersey;2006;82.07;8.8;30545.0;8774169;348.1241357443651;94.4;4.692;0.4600
New Mexico;2006;78.85;16.9;12470.0;1960013;636.2202699675971;75.0;4.233;0.4600
New York;2006;79.06;14.0;83799.0;21155940;396.1015204240511;87.5;4.5;0.5000
North Carolina;2006;78.14;13.8;41078.0;8889498;462.0958348829147;60.2;4.733;0.4600
North Dakota;2006;83.86;11.4;1032.0;656369;157.22863206519503;55.9;3.117;0.4300
Ohio;2006;82.97;12.1;38141.0;11698918;326.02160302345914;77.4;5.433;0.4500
Oklahoma;2006;80.61;15.2;17819.0;3644477;488.9316080194772;65.3;3.908;0.4600
Oregon;2006;85.13;11.8;10376.0;3750459;276.6594702141791;78.7;5.392;0.4400
Pennsylvania;2006;81.9;11.3;53083.0;13007252;408.1031104802152;77.1;4.725;0.4600
Rhode Island;2006;77.96;10.5;2460.0;1073858;229.0805674493276;90.9;5.258;0.4400
South Carolina;2006;76.34;11.2;33234.0;4342253;765.3630500111348;60.5;6.35;0.4600
South Dakota;2006;84.57;10.7;1695.0;803401;210.9780794397816;51.9;3.008;0.4400
Tennessee;2006;75.92;14.9;46012.0;6049950;760.5352110348019;63.6;5.217;0.4700
Texas;2006;75.65;16.4;121480.0;23579632;515.1903982216517;82.5;4.975;0.4700
Utah;2006;87.73;9.3;5659.0;2652169;213.3725264114014;88.2;2.867;0.4100
Vermont;2006;86.42;7.8;897.0;633732;141.54248167995303;38.2;3.683;0.4200
Virginia;2006;81.47;8.6;21524.0;7647723;281.44324787914;73.0;3.075;0.4600
Washington;2006;87.08;8.0;22062.0;6428613;343.1844474072401;82.0;4.992;0.4400
West Virginia;2006;75.21;15.3;4780.0;1831328;261.01277324433414;46.1;4.775;0.4500
Wisconsin;2006;85.09;10.1;15869.0;5641804;281.27528003454216;68.3;4.692;0.4200
Wyoming;2006;87.86;10.0;1276.0;521073;244.87931633379583;65.1;3.075;0.4100
Alabama;2007;75.27;14.5;18062.0;4646319;388.7378374149515;55.4;4.067;0.4700
Alaska;2007;88.33;7.6;4451.0;683918;650.8090151158473;65.6;6.25;0.4100
Arizona;2007;80.97;14.3;31668.0;6351417;498.59739960389936;88.2;3.7;0.4500
Arkansas;2007;75.31;13.8;14911.0;2862582;520.8933752814767;52.5;5.383;0.4600
California;2007;76.79;12.7;191039.0;36672767;520.9287862025792;94.4;5.317;0.4700
Colorado;2007;86.93;9.8;16952.0;4900222;345.9435103144306;84.5;3.683;0.4500
Connecticut;2007;83.98;8.9;10547.0;3584852;294.21019333573605;87.7;4.533;0.4800
Delaware;2007;82.6;9.3;6100.0;884060;689.9984163970771;80.1;3.4;0.4400
District of Columbia;2007;77.83;18.0;8325.0;588292;1415.113583050594;100.0;5.542;0.5400
Florida;2007;79.86;12.5;131704.0;18341214;718.0767859750177;89.3;4.008;0.4700
Georgia;2007;78.57;13.6;45090.0;9603810;469.50116672445625;71.6;4.575;0.4600
Hawaii;2007;84.57;7.5;3544.0;1392635;254.48161219558608;91.5;2.742;0.4200
Idaho;2007;84.72;9.9;3788.0;1549218;244.51045624308523;66.4;2.95;0.4400
Illinois;2007;81.43;10.0;49733.0;12923835;384.8161168879052;87.8;5.058;0.4700
Indiana;2007;82.13;11.8;20293.0;6357333;319.2061828442839;70.8;4.642;0.4300
Iowa;2007;86.1;8.9;8777.0;3015918;291.022501274902;61.1;3.717;0.4300
Kansas;2007;86.02;11.7;12387.0;2856095;433.7040609643587;71.4;4.258;0.4400
Kentucky;2007;74.12;15.5;11524.0;4269523;269.9130558612754;55.8;5.367;0.4700
Louisiana;2007;74.81;16.1;30292.0;4375963;692.2362003517854;72.6;4.083;0.4800
Maine;2007;85.37;10.9;1565.0;1357264;115.30549694090465;40.2;4.7;0.4400
Maryland;2007;83.83;8.8;36063.0;5788936;622.9642200224705;86.1;3.442;0.4400
Massachusetts;2007;84.76;11.2;29509.0;6461073;456.7198048992792;91.4;4.517;0.4700
Michigan;2007;83.41;10.8;53298.0;10451398;509.9604856689985;74.7;7.067;0.4500
Minnesota;2007;87.95;9.3;13550.0;5332183;254.1173099272849;70.9;4.6;0.4400
Mississippi;2007;72.86;22.6;6518.0;2919962;223.22208302710789;48.8;6.133;0.4800
Missouri;2007;81.32;12.8;32918.0;5918287;556.2082406615293;69.4;5.083;0.4500
Montana;2007;87.15;13.0;3393.0;1022745;331.75424959300705;54.1;3.392;0.4400
Nebraska;2007;86.58;9.9;5333.0;1845915;288.9082108331099;69.8;2.958;0.4300
Nevada;2007;80.66;9.7;19352.0;2571920;752.433979283959;91.5;4.767;0.4400
New Hampshire;2007;87.41;5.8;1717.0;1372790;125.07375490788831;59.3;3.533;0.4200
New Jersey;2007;82.07;8.7;28538.0;8734669;326.7210240021688;94.4;4.208;0.4600
New Mexico;2007;78.85;14.0;12930.0;1975264;654.5960438705914;75.0;3.542;0.4600
New York;2007;79.06;14.5;79838.0;21141230;377.6412252267252;87.5;4.425;0.5000
North Carolina;2007;78.14;15.5;39151.0;9095201;430.4577765790993;60.2;4.717;0.4700
North Dakota;2007;83.86;9.3;1114.0;658340;169.21347631922714;55.9;3.042;0.4400
Ohio;2007;82.97;12.8;37366.0;11686891;319.72575084340224;77.4;5.6;0.4500
Oklahoma;2007;80.61;13.4;18160.0;3683300;493.0361360736296;65.3;3.958;0.4600
Oregon;2007;85.13;12.8;10702.0;3797589;281.81038021755387;78.7;5.158;0.4400
Pennsylvania;2007;81.9;10.4;50857.0;12977687;391.8803096422344;77.1;4.592;0.4600
Rhode Island;2007;77.96;9.5;2420.0;1063980;227.4478843587285;90.9;5.117;0.4600
South Carolina;2007;76.34;14.1;34571.0;4432638;779.9193166687647;60.5;5.617;0.4600
South Dakota;2007;84.57;9.4;1664.0;820695;202.75498205788995;51.9;2.85;0.4200
Tennessee;2007;75.92;14.8;46443.0;6169812;752.745788688537;63.6;4.65;0.4700
Texas;2007;75.65;16.5;121936.0;23977218;508.5494071914432;82.5;4.342;0.4700
Utah;2007;87.73;9.6;6225.0;2751296;226.25700760659703;88.2;2.558;0.4100
Vermont;2007;86.42;9.9;785.0;631049;124.39604531502307;38.2;3.883;0.4300
Virginia;2007;81.47;8.6;20984.0;7716894;271.9228746695238;73.0;3.075;0.4600
Washington;2007;87.08;10.2;21648.0;6500793;333.0055271718389;82.0;4.608;0.4400
West Virginia;2007;75.21;14.8;4663.0;1824749;255.54199509083168;46.1;4.475;0.4500
Wisconsin;2007;85.09;11.0;16302.0;5686904;286.6586107309003;68.3;4.825;0.4300
Wyoming;2007;87.86;10.9;1321.0;529131;249.6546223902965;65.1;2.733;0.4400
Alabama;2008;75.27;14.3;19764.0;4684189;421.9300288694585;55.4;5.917;0.4700
Alaska;2008;88.33;8.2;4434.0;686732;645.6667229719891;65.6;6.508;0.4000
Arizona;2008;80.97;18.0;30947.0;6513235;475.14023369339503;88.2;5.767;0.4500
Arkansas;2008;75.31;15.3;14264.0;2881714;494.9831940296643;52.5;5.417;0.4600
California;2008;76.79;14.6;185172.0;36876276;502.1439800483108;94.4;7.283;0.4700
Colorado;2008;86.93;11.0;16484.0;4978873;331.0789409571202;84.5;4.842;0.4600
Connecticut;2008;83.98;8.1;10737.0;3592331;298.8867117200503;87.7;5.642;0.4900
Delaware;2008;82.6;9.6;6187.0;892606;693.1389661283926;80.1;4.867;0.4500
District of Columbia;2008;77.83;16.5;8509.0;591833;1437.736658820985;100.0;6.508;0.5400
Florida;2008;79.86;13.1;126080.0;18427925;684.1790380631568;89.3;6.3;0.4700
Georgia;2008;78.57;15.5;45553.0;9742376;467.57587676763865;71.6;6.408;0.4700
Hawaii;2008;84.57;9.9;3510.0;1397856;251.0988256301078;91.5;4.092;0.4300
Idaho;2008;84.72;12.2;3642.0;1575635;231.1449034833575;66.4;5.017;0.4200
Illinois;2008;81.43;12.3;50287.0;12973710;387.6069374142015;87.8;6.508;0.4700
Indiana;2008;82.13;14.3;20484.0;6388695;320.62886082368937;70.8;5.933;0.4400
Iowa;2008;86.1;9.5;8507.0;3028304;280.9163148745965;61.1;4.158;0.4300
Kansas;2008;86.02;12.7;11107.0;2883377;385.2080390458827;71.4;4.583;0.4400
Kentucky;2008;74.12;17.1;12274.0;4301078;285.3703187898476;55.8;6.542;0.4700
Louisiana;2008;74.81;18.2;28002.0;4492956;623.242248533037;72.6;4.667;0.4800
Maine;2008;85.37;12.0;1572.0;1356450;115.8907442220502;40.2;5.408;0.4400
Maryland;2008;83.83;8.7;35393.0;5800551;610.1661721446807;86.1;4.317;0.4400
Massachusetts;2008;84.76;11.3;29865.0;6509197;458.81235427349947;91.4;5.317;0.4700
Michigan;2008;83.41;13.0;50956.0;10376520;491.0702239286389;74.7;8.233;0.4500
Minnesota;2008;87.95;9.9;12364.0;5414468;228.3511510272108;70.9;5.45;0.4500
Mississippi;2008;72.86;18.1;6887.0;2939817;234.2662825611254;48.8;6.717;0.4800
Missouri;2008;81.32;13.3;29646.0;5950049;498.2479976215322;69.4;6.158;0.4500
Montana;2008;87.15;12.9;2848.0;1031083;276.2144269665973;54.1;4.725;0.4500
Nebraska;2008;86.58;10.6;5389.0;1855988;290.3574807595739;69.8;3.258;0.4300
Nevada;2008;80.66;10.8;18917.0;2606849;725.6653530756864;91.5;6.9;0.4300
New Hampshire;2008;87.41;7.0;1905.0;1371973;138.85112899452102;59.3;3.767;0.4200
New Jersey;2008;82.07;9.2;28337.0;8726828;324.7113384152867;94.4;5.425;0.4600
New Mexico;2008;78.85;19.3;12778.0;1989674;642.2157599687184;75.0;4.375;0.4600
New York;2008;79.06;14.2;77408.0;21383787;361.99387882043527;87.5;5.392;0.5000
North Carolina;2008;78.14;13.9;41421.0;9257073;447.4524506828454;60.2;5.933;0.4600
North Dakota;2008;83.86;11.8;1180.0;658883;179.0909766984427;55.9;3.075;0.4500
Ohio;2008;82.97;13.7;37538.0;11713451;320.4691768463453;77.4;6.6;0.4500
Oklahoma;2008;80.61;13.6;19202.0;3704782;518.3031012351064;65.3;3.608;0.4600
Oregon;2008;85.13;10.6;9717.0;3841297;252.96143464043527;78.7;6.308;0.4500
Pennsylvania;2008;81.9;11.0;50490.0;12990337;388.6735194013828;77.1;5.383;0.4600
Rhode Island;2008;77.96;12.7;2656.0;1056952;251.28861102490936;90.9;7.625;0.4600
South Carolina;2008;76.34;14.0;32489.0;4506037;721.0105021330273;60.5;6.917;0.4600
South Dakota;2008;84.57;13.1;2015.0;831492;242.3354644422316;51.9;3.075;0.4500
Tennessee;2008;75.92;15.0;44819.0;6230777;719.3163870252458;63.6;6.508;0.4700
Texas;2008;75.65;15.9;123497.0;24401987;506.0940324244907;82.5;4.867;0.4700
Utah;2008;87.73;7.6;6067.0;2842728;213.42175544054868;88.2;3.342;0.4100
Vermont;2008;86.42;9.0;851.0;630943;134.8774770462625;38.2;4.483;0.4300
Virginia;2008;81.47;10.3;20028.0;7775680;257.5723280793448;73.0;4.075;0.4600
Washington;2008;87.08;10.4;21691.0;6581318;329.5844388616383;82.0;5.2;0.4400
West Virginia;2008;75.21;14.5;4664.0;1826800;255.309831399168;46.1;4.525;0.4500
Wisconsin;2008;85.09;9.8;15484.0;5714275;270.97050806970265;68.3;4.942;0.4300
Wyoming;2008;87.86;10.1;1296.0;539308;240.3079501880188;65.1;3.0;0.4400
Alabama;2009;75.27;16.6;20530.0;4732747;433.78612885920165;55.4;9.733;0.4700
Alaska;2009;88.33;11.7;4393.0;698901;628.5582650475533;65.6;7.833;0.4000
Arizona;2009;80.97;21.2;28342.0;6609085;428.83394600008927;88.2;9.717;0.4500
Arkansas;2009;75.31;18.9;14318.0;2914733;491.2285276215694;52.5;7.708;0.4600
California;2009;76.79;15.3;174623.0;37061435;471.1717179866349;94.4;11.45;0.4700
Colorado;2009;86.93;12.3;16871.0;5062934;333.2257540785639;84.5;7.95;0.4500
Connecticut;2009;83.98;8.4;10585.0;3609641;293.24245818351466;87.7;8.258;0.4800
Delaware;2009;82.6;12.3;5706.0;904124;631.1081223372015;80.1;8.158;0.4300
District of Columbia;2009;77.83;17.9;8089.0;599657;1348.9378094477345;100.0;9.542;0.5300
Florida;2009;79.86;14.6;113415.0;18646709;608.2306534627638;89.3;10.217;0.4700
Georgia;2009;78.57;18.4;40675.0;9886620;411.4146189496511;71.6;9.908;0.4700
Hawaii;2009;84.57;12.5;3550.0;1405431;252.59155376535736;91.5;6.5;0.4300
Idaho;2009;84.72;13.7;3770.0;1599174;235.74670423606187;66.4;9.025;0.4200
Illinois;2009;81.43;13.2;50987.0;12965589;393.2486214085608;87.8;9.967;0.4700
Indiana;2009;82.13;16.1;20357.0;6434990;316.34858795429363;70.8;10.158;0.4300
Iowa;2009;86.1;10.7;8325.0;3033600;274.4264240506329;61.1;6.467;0.4300
Kansas;2009;86.02;13.7;10879.0;2900426;375.0828326597541;71.4;7.042;0.4400
Kentucky;2009;74.12;17.0;10870.0;4350981;249.82871678823696;55.8;10.625;0.4600
Louisiana;2009;74.81;14.3;26781.0;4574351;585.4601013345937;72.6;6.708;0.4700
Maine;2009;85.37;11.4;1596.0;1358268;117.50258417337372;40.2;8.3;0.4300
Maryland;2009;83.83;9.6;33625.0;5870524;572.7768083394259;86.1;7.133;0.4500
Massachusetts;2009;84.76;10.8;30334.0;6604959;459.2609885996264;91.4;8.15;0.4700
Michigan;2009;83.41;14.0;49387.0;10345739;477.36560916528055;74.7;13.483;0.4500
Minnesota;2009;87.95;11.1;13245.0;5461876;242.4990973797281;70.9;7.7;0.4400
Mississippi;2009;72.86;23.1;6983.0;2953221;236.45368903986528;48.8;9.242;0.4700
Missouri;2009;81.32;15.5;29451.0;6031658;488.2737051736023;69.4;9.092;0.4500
Montana;2009;87.15;13.5;2781.0;1038840;267.7024373339494;54.1;7.1;0.4300
Nebraska;2009;86.58;9.9;5041.0;1859286;271.12558261612253;69.8;4.633;0.4400
